FirstName,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,Projection_dfn_perturbed,Projection_fc,Salary,Team,TierRank
Josh,Oak@NO 01:00PM ET,7147832,Hill,Josh Hill,Josh Hill (7147832),OAK,TE,0.0,2.1,2.1,0.0,2500,NO,0.0
James,SD@KC 01:00PM ET,7147844,Winchester,James Winchester,James Winchester (7147844),SD,TE,0.0,0.0,0.0,0.0,2500,KC,0.0
Jack,Det@Ind 04:25PM ET,7147918,Doyle,Jack Doyle,Jack Doyle (7147918),DET,TE,2.34,3.2,3.2,0.0,2500,IND,0.0
Justin,GB@Jax 01:00PM ET,7147879,Perillo,Justin Perillo,Justin Perillo (7147879),JAX,TE,0.0,0.0,0.0,0.0,2500,GB,0.0
Ryan,Cin@NYJ 01:00PM ET,7147818,Hewitt,Ryan Hewitt,Ryan Hewitt (7147818),NYJ,TE,0.0,0.0,0.0,0.0,2500,CIN,0.0
Levine,TB@Atl 01:00PM ET,7147778,Toilolo,Levine Toilolo,Levine Toilolo (7147778),TB,TE,2.04,0.0,0.0,0.0,2500,ATL,0.0
Matt,Cin@NYJ 01:00PM ET,7147819,Lengel,Matt Lengel,Matt Lengel (7147819),NYJ,TE,0.0,0.0,0.0,0.0,2500,CIN,0.0
Gabe,Oak@NO 01:00PM ET,7147833,Holmes,Gabe Holmes,Gabe Holmes (7147833),NO,TE,0.0,0.0,0.0,0.0,2500,OAK,0.0
D.J.,TB@Atl 01:00PM ET,7147779,Tialavea,D.J. Tialavea,D.J. Tialavea (7147779),TB,TE,0.0,0.0,0.0,0.0,2500,ATL,0.0
Dion,Mia@Sea 04:05PM ET,7147892,Sims,Dion Sims,Dion Sims (7147892),SEA,TE,1.81,1.2,1.2,0.0,2500,MIA,0.0
Blake,Buf@Bal 01:00PM ET,7147858,Annen,Blake Annen,Blake Annen (7147858),BAL,TE,0.0,0.0,0.0,0.0,2500,BUF,0.0
Orson,Det@Ind 04:25PM ET,7147919,Charles,Orson Charles,Orson Charles (7147919),IND,TE,0.0,0.0,0.0,0.0,2500,DET,0.0
Arthur,TB@Atl 01:00PM ET,7147780,Lynch,Arthur Lynch,Arthur Lynch (7147780),TB,TE,0.0,0.0,0.0,0.0,2500,ATL,0.0
Brandon,Cin@NYJ 01:00PM ET,7147821,Bostick,Brandon Bostick,Brandon Bostick (7147821),CIN,TE,0.0,0.0,0.0,0.0,2500,NYJ,0.0
Jerome,Min@Ten 01:00PM ET,7147795,Cunningham,Jerome Cunningham,Jerome Cunningham (7147795),MIN,TE,0.0,0.0,0.0,0.0,2500,TEN,0.0
Nic,GB@Jax 01:00PM ET,7147880,Jacobs,Nic Jacobs,Nic Jacobs (7147880),GB,TE,0.0,0.0,0.0,0.0,2500,JAX,0.0
Brandon,Mia@Sea 04:05PM ET,7147893,Williams,Brandon Williams,Brandon Williams (7147893),MIA,TE,0.0,0.0,0.0,0.0,2500,SEA,0.0
Cooper,Mia@Sea 04:05PM ET,7147894,Helfet,Cooper Helfet,Cooper Helfet (7147894),MIA,TE,0.0,0.0,0.0,0.0,2500,SEA,0.0
Kivon,TB@Atl 01:00PM ET,7147781,Cartwright,Kivon Cartwright,Kivon Cartwright (7147781),ATL,TE,0.0,0.0,0.0,0.0,2500,TB,0.0
Trey,Cle@Phi 01:00PM ET,7147806,Burton,Trey Burton,Trey Burton (7147806),CLE,TE,0.0,2.1,2.1,0.0,2500,PHI,0.0
Gerald,NE@Ari 08:30PM ET,7147933,Christian,Gerald Christian,Gerald Christian (7147933),NE,TE,0.0,0.0,0.0,0.0,2500,ARI,0.0
A.J.,NE@Ari 08:30PM ET,7147934,Derby,A.J. Derby,A.J. Derby (7147934),ARI,TE,0.0,1.5,1.5,0.0,2500,NE,0.0
Erik,Det@Ind 04:25PM ET,7147920,Swoope,Erik Swoope,Erik Swoope (7147920),DET,TE,0.0,0.0,0.0,0.0,2500,IND,0.0
James,SD@KC 01:00PM ET,7147845,O'Shaughnessy,James O'Shaughnessy,James O'Shaughnessy (7147845),SD,TE,0.0,0.0,0.0,0.0,2500,KC,0.0
Colton,Oak@NO 01:00PM ET,7147834,Underwood,Colton Underwood,Colton Underwood (7147834),NO,TE,0.0,0.0,0.0,0.0,2500,OAK,0.0
MyCole,Min@Ten 01:00PM ET,7147796,Pruitt,MyCole Pruitt,MyCole Pruitt (7147796),TEN,TE,0.0,0.0,0.0,0.0,2500,MIN,0.0
Tyler,NYG@Dal 04:25PM ET,7147905,Ott,Tyler Ott,Tyler Ott (7147905),DAL,TE,0.0,0.0,0.0,0.0,2500,NYG,0.0
C.J.,Chi@Hou 01:00PM ET,7147870,Fiedorowicz,C.J. Fiedorowicz,C.J. Fiedorowicz (7147870),CHI,TE,3.32,2.4,2.4,0.0,2500,HOU,0.0
Eric,Chi@Hou 01:00PM ET,7147871,Tomlinson,Eric Tomlinson,Eric Tomlinson (7147871),CHI,TE,0.0,0.0,0.0,0.0,2500,HOU,0.0
Randall,Cle@Phi 01:00PM ET,7147807,Telfer,Randall Telfer,Randall Telfer (7147807),PHI,TE,0.0,0.0,0.0,0.0,2500,CLE,0.0
Asante,SD@KC 01:00PM ET,7147846,Cleveland,Asante Cleveland,Asante Cleveland (7147846),KC,TE,0.0,0.0,0.0,0.0,2500,SD,0.0
Brian,SD@KC 01:00PM ET,7147847,Parker,Brian Parker,Brian Parker (7147847),SD,TE,0.0,0.0,0.0,0.0,2500,KC,0.0
Ronnie,Mia@Sea 04:05PM ET,7147895,Shields,Ronnie Shields,Ronnie Shields (7147895),MIA,TE,0.0,0.0,0.0,0.0,2500,SEA,0.0
Connor,Cle@Phi 01:00PM ET,7147808,Hamlett,Connor Hamlett,Connor Hamlett (7147808),PHI,TE,0.0,0.0,0.0,0.0,2500,CLE,0.0
Casey,GB@Jax 01:00PM ET,7147882,Pierce,Casey Pierce,Casey Pierce (7147882),JAX,TE,0.0,0.0,0.0,0.0,2500,GB,0.0
RaShaun,Oak@NO 01:00PM ET,7147836,Allen,RaShaun Allen,RaShaun Allen (7147836),OAK,TE,0.0,0.0,0.0,0.0,2500,NO,0.0
Chris,Oak@NO 01:00PM ET,7147837,Manhertz,Chris Manhertz,Chris Manhertz (7147837),OAK,TE,0.0,0.0,0.0,0.0,2500,NO,0.0
M.J.,Cle@Phi 01:00PM ET,7147809,McFarland,M.J. McFarland,M.J. McFarland (7147809),CLE,TE,0.0,0.0,0.0,0.0,2500,PHI,0.0
Ben,Det@Ind 04:25PM ET,7147921,McCord,Ben McCord,Ben McCord (7147921),IND,TE,0.0,0.0,0.0,0.0,2500,DET,0.0
Anthony,Chi@Hou 01:00PM ET,7147872,Denham,Anthony Denham,Anthony Denham (7147872),CHI,TE,0.0,0.0,0.0,0.0,2500,HOU,0.0
C.J.,Cin@NYJ 01:00PM ET,7147823,Uzomah,C.J. Uzomah,C.J. Uzomah (7147823),NYJ,TE,2.24,4.2,4.2,0.0,2500,CIN,0.0
Adam,Det@Ind 04:25PM ET,7147922,Fuehne,Adam Fuehne,Adam Fuehne (7147922),IND,TE,0.0,0.0,0.0,0.0,2500,DET,0.0
David,Cle@Phi 01:00PM ET,7147810,Reeves,David Reeves,David Reeves (7147810),PHI,TE,0.0,0.0,0.0,0.0,2500,CLE,0.0
Darren,Buf@Bal 01:00PM ET,7147860,Waller,Darren Waller,Darren Waller (7147860),BUF,TE,0.0,0.0,0.0,0.0,2500,BAL,0.0
Daniel,NE@Ari 08:30PM ET,7147935,Dillon,Daniel Dillon,Daniel Dillon (7147935),NE,TE,0.0,0.0,0.0,0.0,2500,ARI,0.0
Ryan,NYG@Dal 04:25PM ET,7147907,Malleck,Ryan Malleck,Ryan Malleck (7147907),DAL,TE,0.0,0.0,0.0,0.0,2500,NYG,0.0
Ross,SD@KC 01:00PM ET,7147848,Travis,Ross Travis,Ross Travis (7147848),SD,TE,0.0,0.0,0.0,0.0,2500,KC,0.0
Demetrius,SD@KC 01:00PM ET,7147849,Harris,Demetrius Harris,Demetrius Harris (7147849),SD,TE,0.0,0.0,0.0,0.0,2500,KC,0.0
Mitchell,GB@Jax 01:00PM ET,7147883,Henry,Mitchell Henry,Mitchell Henry (7147883),JAX,TE,0.0,0.0,0.0,0.0,2500,GB,0.0
Nick,Buf@Bal 01:00PM ET,7147861,O'Leary,Nick O'Leary,Nick O'Leary (7147861),BAL,TE,0.0,0.0,0.0,0.0,2500,BUF,0.0
Matt,NYG@Dal 04:25PM ET,7147908,LaCosse,Matt LaCosse,Matt LaCosse (7147908),DAL,TE,0.0,0.0,0.0,0.0,2500,NYG,0.0
Nick,Mia@Sea 04:05PM ET,7147896,Vannett,Nick Vannett,Nick Vannett (7147896),MIA,TE,0.0,0.0,0.0,0.0,2500,SEA,0.0
Austin,NYG@Dal 04:25PM ET,7147909,Traylor,Austin Traylor,Austin Traylor (7147909),NYG,TE,0.0,0.0,0.0,0.0,2500,DAL,0.0
Tevin,TB@Atl 01:00PM ET,7147784,Westbrook,Tevin Westbrook,Tevin Westbrook (7147784),ATL,TE,0.0,0.0,0.0,0.0,2500,TB,0.0
Alex,Min@Ten 01:00PM ET,7147797,Ellis,Alex Ellis,Alex Ellis (7147797),MIN,TE,0.0,0.0,0.0,0.0,2500,TEN,0.0
Steven,NE@Ari 08:30PM ET,7147936,Scheu,Steven Scheu,Steven Scheu (7147936),ARI,TE,0.0,0.0,0.0,0.0,2500,NE,0.0
Matt,SD@KC 01:00PM ET,7147850,Weiser,Matt Weiser,Matt Weiser (7147850),KC,TE,0.0,0.0,0.0,0.0,2500,SD,0.0
Stephen,Chi@Hou 01:00PM ET,7147873,Anderson,Stephen Anderson,Stephen Anderson (7147873),CHI,TE,0.0,0.0,0.0,0.0,2500,HOU,0.0
Joshua,TB@Atl 01:00PM ET,7147785,Perkins,Joshua Perkins,Joshua Perkins (7147785),TB,TE,0.0,0.0,0.0,0.0,2500,ATL,0.0
Tim,SD@KC 01:00PM ET,7147851,Semisch,Tim Semisch,Tim Semisch (7147851),KC,TE,0.0,0.0,0.0,0.0,2500,SD,0.0
Darion,Det@Ind 04:25PM ET,7147924,Griswold,Darion Griswold,Darion Griswold (7147924),DET,TE,0.0,0.0,0.0,0.0,2500,IND,0.0
Nick,Buf@Bal 01:00PM ET,7147862,Boyle,Nick Boyle,Nick Boyle (7147862),BUF,TE,0.0,0.0,0.0,0.0,2500,BAL,0.0
Kyle,Min@Ten 01:00PM ET,7147798,Carter,Kyle Carter,Kyle Carter (7147798),TEN,TE,0.0,0.0,0.0,0.0,2500,MIN,0.0
Bryce,NE@Ari 08:30PM ET,7147937,Williams,Bryce Williams,Bryce Williams (7147937),ARI,TE,0.0,0.0,0.0,0.0,2500,NE,0.0
Kennard,GB@Jax 01:00PM ET,7147885,Backman,Kennard Backman,Kennard Backman (7147885),JAX,TE,0.0,0.0,0.0,0.0,2500,GB,0.0
Ben,GB@Jax 01:00PM ET,7147886,Koyack,Ben Koyack,Ben Koyack (7147886),GB,TE,0.0,0.0,0.0,0.0,2500,JAX,0.0
Troy,NE@Ari 08:30PM ET,7147938,Niklas,Troy Niklas,Troy Niklas (7147938),NE,TE,0.0,0.0,0.0,0.0,2500,ARI,0.0
David,Min@Ten 01:00PM ET,7147799,Morgan,David Morgan,David Morgan (7147799),TEN,TE,0.0,0.0,0.0,0.0,2500,MIN,0.0
Phillip,Min@Ten 01:00PM ET,7147800,Supernaw,Phillip Supernaw,Phillip Supernaw (7147800),MIN,TE,0.0,0.0,0.0,0.0,2500,TEN,0.0
Seth,Cle@Phi 01:00PM ET,7147811,DeValve,Seth DeValve,Seth DeValve (7147811),PHI,TE,0.0,0.0,0.0,0.0,2500,CLE,0.0
Gabe,Mia@Sea 04:05PM ET,7147897,Hughes,Gabe Hughes,Gabe Hughes (7147897),SEA,TE,0.0,0.0,0.0,0.0,2500,MIA,0.0
Wes,Cin@NYJ 01:00PM ET,7147825,Saxton,Wes Saxton,Wes Saxton (7147825),CIN,TE,0.0,0.0,0.0,0.0,2500,NYJ,0.0
Dominique,Mia@Sea 04:05PM ET,7147898,Jones,Dominique Jones,Dominique Jones (7147898),SEA,TE,0.0,0.0,0.0,0.0,2500,MIA,0.0
Ben,Chi@Hou 01:00PM ET,7147874,Braunecker,Ben Braunecker,Ben Braunecker (7147874),HOU,TE,0.0,0.0,0.0,0.0,2500,CHI,0.0
Ryan,Oak@NO 01:00PM ET,7147838,O'Malley,Ryan O'Malley,Ryan O'Malley (7147838),NO,TE,0.0,0.0,0.0,0.0,2500,OAK,0.0
Clayton,Mia@Sea 04:05PM ET,7147899,Echard,Clayton Echard,Clayton Echard (7147899),MIA,TE,0.0,0.0,0.0,0.0,2500,SEA,0.0
Hakeem,NE@Ari 08:30PM ET,7147939,Valles,Hakeem Valles,Hakeem Valles (7147939),NE,TE,0.0,0.0,0.0,0.0,2500,ARI,0.0
John,Cle@Phi 01:00PM ET,7147812,DePalma,John DePalma,John DePalma (7147812),CLE,TE,0.0,0.0,0.0,0.0,2500,PHI,0.0
Danny,TB@Atl 01:00PM ET,7147786,Vitale,Danny Vitale,Danny Vitale (7147786),ATL,TE,0.0,0.0,0.0,0.0,2500,TB,0.0
J.P.,Cle@Phi 01:00PM ET,7147813,Holtz,J.P. Holtz,J.P. Holtz (7147813),PHI,TE,0.0,0.0,0.0,0.0,2500,CLE,0.0
Jerell,NYG@Dal 04:25PM ET,7147910,Adams,Jerell Adams,Jerell Adams (7147910),DAL,TE,0.0,0.0,0.0,0.0,2500,NYG,0.0
Brian,Min@Ten 01:00PM ET,7147801,Leonhardt,Brian Leonhardt,Brian Leonhardt (7147801),TEN,TE,0.0,0.0,0.0,0.0,2500,MIN,0.0
Rico,NYG@Dal 04:25PM ET,7147911,Gathers,Rico Gathers,Rico Gathers (7147911),NYG,TE,0.0,0.0,0.0,0.0,2500,DAL,0.0
Garrett,Oak@NO 01:00PM ET,7147839,Griffin,Garrett Griffin,Garrett Griffin (7147839),OAK,TE,0.0,0.0,0.0,0.0,2500,NO,0.0
Cole,Det@Ind 04:25PM ET,7147925,Wick,Cole Wick,Cole Wick (7147925),IND,TE,0.0,0.0,0.0,0.0,2500,DET,0.0
Geoff,NYG@Dal 04:25PM ET,7147912,Swaim,Geoff Swaim,Geoff Swaim (7147912),NYG,TE,0.0,0.0,0.0,0.0,2500,DAL,0.0
E.J.,Cle@Phi 01:00PM ET,7147814,Bibbs,E.J. Bibbs,E.J. Bibbs (7147814),PHI,TE,0.0,0.0,0.0,0.0,2500,CLE,0.0
Austin,TB@Atl 01:00PM ET,7147787,Hooper,Austin Hooper,Austin Hooper (7147787),TB,TE,0.0,3.2,3.2,0.0,2500,ATL,0.0
Hunter,SD@KC 01:00PM ET,7147852,Henry,Hunter Henry,Hunter Henry (7147852),KC,TE,0.0,3.6,3.6,0.0,2500,SD,0.0
Thomas,Mia@Sea 04:05PM ET,7147900,Duarte,Thomas Duarte,Thomas Duarte (7147900),SEA,TE,0.0,0.0,0.0,0.0,2500,MIA,0.0
Gannon,Chi@Hou 01:00PM ET,7147875,Sinclair,Gannon Sinclair,Gannon Sinclair (7147875),HOU,TE,0.0,0.0,0.0,0.0,2500,CHI,0.0
Jason,Cin@NYJ 01:00PM ET,7147826,Vander Laan,Jason Vander Laan,Jason Vander Laan (7147826),CIN,TE,0.0,0.0,0.0,0.0,2500,NYJ,0.0
Braedon,GB@Jax 01:00PM ET,7147887,Bowman,Braedon Bowman,Braedon Bowman (7147887),GB,TE,0.0,0.0,0.0,0.0,2500,JAX,0.0
Khari,Chi@Hou 01:00PM ET,7147876,Lee,Khari Lee,Khari Lee (7147876),HOU,TE,0.0,0.0,0.0,0.0,2500,CHI,0.0
John,Cin@NYJ 01:00PM ET,7147827,Peters,John Peters,John Peters (7147827),NYJ,TE,0.0,0.0,0.0,0.0,2500,CIN,0.0
Seahawks,Mia@Sea 04:05PM ET,7148622,,Seahawks ,Seahawks  (7148622),MIA,DST,10.9,9.4,,8.8,3900,SEA,
Chiefs,SD@KC 01:00PM ET,7148613,,Chiefs ,Chiefs  (7148613),SD,DST,10.16,9.2,,9.09,3600,KC,
Cardinals,NE@Ari 08:30PM ET,7148628,,Cardinals ,Cardinals  (7148628),NE,DST,10.53,9.0,,8.95,3500,ARI,
Jets,Cin@NYJ 01:00PM ET,7148610,,Jets ,Jets  (7148610),CIN,DST,7.75,7.6,,6.6,3400,NYJ,
Eagles,Cle@Phi 01:00PM ET,7148608,,Eagles ,Eagles  (7148608),CLE,DST,8.64,8.0,,8.87,3300,PHI,
Texans,Chi@Hou 01:00PM ET,7148617,,Texans ,Texans  (7148617),CHI,DST,9.41,8.0,,8.34,3200,HOU,
Vikings,Min@Ten 01:00PM ET,7148606,,Vikings ,Vikings  (7148606),TEN,DST,8.85,8.3,,7.94,3100,MIN,
Bengals,Cin@NYJ 01:00PM ET,7148609,,Bengals ,Bengals  (7148609),NYJ,DST,8.54,7.5,,7.47,3000,CIN,
Bills,Buf@Bal 01:00PM ET,7148615,,Bills ,Bills  (7148615),BAL,DST,8.48,6.1,,5.94,2900,BUF,
Patriots,NE@Ari 08:30PM ET,7148627,,Patriots ,Patriots  (7148627),ARI,DST,7.08,6.6,,6.98,2900,NE,
Falcons,TB@Atl 01:00PM ET,7148603,,Falcons ,Falcons  (7148603),TB,DST,6.82,6.4,,6.19,2800,ATL,
Packers,GB@Jax 01:00PM ET,7148619,,Packers ,Packers  (7148619),JAX,DST,9.08,8.1,,8.97,2800,GB,
Colts,Det@Ind 04:25PM ET,7148626,,Colts ,Colts  (7148626),DET,DST,8.65,7.1,,7.12,2700,IND,
Giants,NYG@Dal 04:25PM ET,7148624,,Giants ,Giants  (7148624),DAL,DST,7.3,7.1,,5.3,2700,NYG,
Ravens,Buf@Bal 01:00PM ET,7148616,,Ravens ,Ravens  (7148616),BUF,DST,6.6,5.8,,5.3,2700,BAL,
Titans,Min@Ten 01:00PM ET,7148605,,Titans ,Titans  (7148605),MIN,DST,6.78,7.5,,6.11,2600,TEN,
Buccaneers,TB@Atl 01:00PM ET,7148604,,Buccaneers ,Buccaneers  (7148604),ATL,DST,7.88,7.6,,7.46,2600,TB,
Bears,Chi@Hou 01:00PM ET,7148618,,Bears ,Bears  (7148618),HOU,DST,7.14,5.3,,4.73,2500,CHI,
Cowboys,NYG@Dal 04:25PM ET,7148623,,Cowboys ,Cowboys  (7148623),NYG,DST,6.65,5.4,,6.5,2500,DAL,
Lions,Det@Ind 04:25PM ET,7148625,,Lions ,Lions  (7148625),IND,DST,8.23,6.9,,5.91,2500,DET,
Chargers,SD@KC 01:00PM ET,7148614,,Chargers ,Chargers  (7148614),KC,DST,5.45,5.3,,5.61,2500,SD,
Raiders,Oak@NO 01:00PM ET,7148611,,Raiders ,Raiders  (7148611),NO,DST,5.86,6.5,,6.11,2400,OAK,
Jaguars,GB@Jax 01:00PM ET,7148620,,Jaguars ,Jaguars  (7148620),GB,DST,6.5,6.2,,5.81,2400,JAX,
Browns,Cle@Phi 01:00PM ET,7148607,,Browns ,Browns  (7148607),PHI,DST,7.66,6.9,,6.5,2300,CLE,
Saints,Oak@NO 01:00PM ET,7148612,,Saints ,Saints  (7148612),OAK,DST,6.82,6.8,,7.22,2300,NO,
Dolphins,Mia@Sea 04:05PM ET,7148621,,Dolphins ,Dolphins  (7148621),SEA,DST,5.27,4.9,,5.61,2200,MIA,
